run_name,avg_mean_rel_l2,worst_pair_mean_rel_l2,avg_max_rel_l2,worst_max_rel_l2,avg_row_residual,max_row_residual,avg_source_residual
v18_irno_corrector_from_v16_l24_a2p0_mink8,0.0027152100121989996,0.005179256608244,0.006166658597066967,0.0126149896532297,3.882362580043264e-05,7.410046964650974e-05,8.658883861774787e-08
v18_irno_corrector_from_v16_l24_seed456_a2p0_mink8,0.0027453823577767334,0.0052170400856994,0.006222232206103633,0.0127378022298216,5.566189550639441e-05,9.591128036845475e-05,9.049437821317952e-08
v19_irno_corrector_from_v16_l24_gentle_a2p0_mink8,0.002747202798491283,0.0052471143193542,0.0062546669117484995,0.0128636546432971,4.561187931055125e-05,6.893177487654611e-05,9.026602872571253e-08
v16_gated_hybridattn_balanced_long_harmonic_l24_a2p0_mink8,0.00295164599527065,0.0058817664814053,0.006724387638283217,0.0140590552705458,5.2687427591538876e-05,0.0001163149416751,2.0721573716889392e-16
v17_gated_hybridattn_balanced_long_harmonic_l24_m9_a2p0_mink8,0.002996710550246083,0.0058451683340631,0.006797035140229067,0.0138906299160587,4.279177295861853e-05,0.0001067895585304,2.0859557503119103e-16
v15_gated_hybridattn_balanced_long_harmonic_l16_a2p0_mink8,0.0030043631789812837,0.0058847646876034,0.0068405520221953,0.0139878722682835,5.665638529822039e-05,0.0001254958318551,2.0827386592623196e-16
v11_gated_hybridattn_balanced_long_a2p0_mink8,0.0030055341235901666,0.0058815787061798,0.006826158487150367,0.0140189763994091,4.3417963702032076e-05,0.0001324636088034,2.0750105723455723e-16
v16_gated_hybridattn_balanced_long_harmonic_l24_seed456_a2p0_mink8,0.003016780661798933,0.0059230525657589,0.006843994220428434,0.0140841744777294,2.8524986703510645e-05,3.841324629405019e-05,2.0785199582639814e-16
v10_hybridattn_balanced_long_a2p0_mink8,0.00302703802446125,0.0059203597710625,0.006870632793480584,0.0140636255354858,6.384016464164271e-05,0.0001286230105632,2.0823927058896544e-16
